Title,Readership,Commants,PostingTime,Influence,SplitWords,Label
盘面，今天的情绪变化犹如风云幻变一般，题材热点涨两,4914,38,20210330,124.7920023,盘面 情绪 变化 犹如 风云 幻变 题材 热点 涨 两,
《每日一帖，向着50万目标》净资产108232 当日盈亏133,1314,20,20210625,66.09150838,一帖 目标 净资产 当日 盈亏,
昨日染料再涨近2成报价38000元/吨，环保高压之下小作,2434,4,20180301,14.1852122,染料 再涨 近 成 报价 元吨 高压 之下 小作,
总体来说，上证指数这三天是最好的走势了，主要是中字,12274,4,20221124,14.43114514,总体 三天 最好的 走势 中字,
学会空仓，学会休息，学会不羡慕别人赚钱。,1507,3,20180222,10.86233964,学会 空仓 学会 休息 学会 羡慕 赚钱,
今天就上3300，太牛了。,1805,6,20180427,20.63976702,太牛,
今天盈利6300今天上午一直坚持着没有动，我的股开盘基,2302,10,20200507,33.67673686,盈利 今天上午 股 开盘 基,
还能有大跌？,1205,4,20200522,14.07834547,大跌,
医疗、白酒板块大涨，还能入手吗？,5051,7,20211209,24.04618208,白酒 大涨 入手,
明天大盘最低3635点左右能否支撑?看点如支撑住了，看3,1757,14,20210222,46.63567012,最低 支撑 看点 支撑住,
知行合一，观点不变，再次证明惊艳全场,2835,3,20221120,10.95839357,知行合一 观点 证明 惊艳 全场,
利用晚间时间聊聊目前我认为拉高的周期个股股减仓在减,1471,10,20210513,33.60866444,利用 晚间 时间 聊聊 拉高 周期 个股 股 减,
广西广电600936有望成为粤传媒后续的妖股。$九安医疗(,1906,7,20220606,23.89804301,广西 广电 有望 后续 九安,
2016年离开股市后，今天实盘第一次买股（实盘教学，王,1709,19,20220928,62.88145972,离开 股市 实盘 第一次 买股 实盘 教学 王,
尾盘紧急提醒！A股3300附近继续盘整，明天能否突破上,4905,89,20220622,290.5417237,尾盘 紧急 提醒 突破,
不被垃圾诱惑，坚持价值投资（9月15日操作计划）,64862,347,20200914,1129.434197,垃圾 诱惑 价值 投资 操作 计划,
大家早！展现奇迹的时刻到了！A股探底回升，可能收红,6796,57,20220308,186.5912887,早 展现 奇迹 时刻 回升 收红,
2740有可能瞬间击穿。,9980,22,20180817,72.89969569,瞬间 击穿,
20220323～卧龙复盘～大盘黑周四补缺口？,5123,29,20220322,95.54833352,复盘 黑 周四 补缺 口,
流入10个小时之后流出，3445点如果收不回。。。,4562,48,20210315,157.2807043,流入 小时 流出 收不回,
不怕你跌，就怕您没波动[傲],7453,6,20180813,20.85531589,跌 怕 没 波动 傲,
《 天资很重要，悟性更重要，立面能跨越 》,10152,20,20180629,66.40229306,天资 悟性 更 立面 跨越,
"代表小股科技股的道指马上7千点大关,这才是牛",1500,5,20180420,17.36163194,代表 股 科技股 道 指 千点 大关 这才 牛,
凯莱英净利大增305%，医疗明日能否实现2连阳？,2737,5,20220825,17.45304618,凯莱 英 净利 大增 连阳,
当头一棒。顶部博弈，而王牌空军飞行员，已投入战斗中,2654,32,20200806,105.1983653,当头一棒 顶部 博弈 王牌 空军 飞行员 投入,
等待时间窗口来临，5月26日操作分享,2422,4,20220526,14.18446095,等待时间 窗口 来临 操作 分享,
快跑，明天大跌,4085,18,20190326,59.76391722,快 大跌,
大盘这段时间不停的上下跳空，像不像2015年7、8月份？,7384,5,20180513,17.60390209,段时间 不停 跳空 像不像 月份,
铝价创6年新高 凤凰新闻09-21 04:00 相关个股：闽发铝,2728,3,20180316,10.95254553,铝价创 新高 凤凰 相关 个股 闽发 铝,
最假的两个票： 彩票 股票,3976,13,20180125,43.50980623,最假 两个 票 彩票 股票,
大盘在十月上攻4010点。主流9月11号就锁定了。抓了中,1584,4,20211007,14.11991431,十月 上攻 主流 锁定 抓,
现在只剩下几篇抄袭的文章，来回滚动折腾！这是要大幅,1316,10,20200222,33.59173956,剩下 几篇 抄袭 文章 来回 滚动 折腾 大幅,
大盘操盘手听我司马懿马哥的，我说上个星期出阳线，就,58003,307,20180120,999.4172077,操盘手 听 司马懿 马哥 说 上个星期 出 阳线,
刀枪入库 马放南山,1516,4,20190608,14.11324472,刀枪入库 马放南山,
玩个毛线。涨得多的只交易了一手，然后撤了单买了另一,1112,5,20190723,17.31613668,玩个 毛线 涨得 交易 一手 撤 单买,
额开启吃虾模式哈,1329,12,20200514,40.09323374,额 开启 吃 虾 模式,
这个月把上半年的盈利全都抹平了,2624,25,20210728,82.44663734,上半年 盈利 抹平,
五月构筑三重底,8457,6,20190515,20.87452572,五月 构筑 三重 底,
大盘暴跌吧，已经买好了看跌期权，等着翻翻！,2067,9,20190127,30.41036917,暴跌 买好 看跌 期权 翻翻,
没买股票的使劲唱空，，买了的全世界找利好，今天全部,4430,8,20180624,27.2762413,没买 股票 使劲 唱空 全世界 找 利好,
下一个重点,2961,12,20220513,40.21500344,重点,
今天来的晚了点，周一出的科技，这几天会找机会接回来,3724,23,20210608,75.99985339,晚 周一 出 几天 找 机会 接回来,
是谁在压盘做空呢？,9194,9,20180917,30.63722657,压盘 做空,
七月天最艳，七月情最炫，七月歌最甜，只为纪念党，岁,2006,18,20220701,59.65581583,七月 最艳 七月 情 炫 七月 歌 最甜 纪念 党岁,
仓位几乎满了（12.28午间分享）,20060,153,20211228,498.7558158,仓位 满 午间 分享,
水利建设概念股龙头分析,6944,3,20220409,11.0945634,水利建设 概念股 分析,
谈股论金第八十三集慢牛行情，优差分清。选股重要，赚,3284,63,20210518,205.9807411,谈股 论金 第八十三 集慢 牛 优 差分 清选 股 赚,
在股市垂死挣扎了20几年，亏损300来万也无法参透其中,10992,285,20221027,927.6643769,股市 垂死挣扎 几年 亏损 参透,
不是信心十足吗？怕什么呢？！千股跌停是必然的，几百,5618,21,20200202,69.56235361,信心十足 怕 千股 跌停 几百,
一叶3.1总结，一大早八点钟，在周末各路专家大v一片哀,3617,31,20210301,101.995422,一叶 一大早 八点钟 各路 专家 哀,
李大霄为什么预测的不准？,2321,3,20190806,10.9279863,李大霄 不准,
今天盈利7000啥也不说了。以后赚不赚钱。我首先得好好,5148,33,20210621,108.5490735,盈利 说 赚 赚钱 好好,
"为什么还要跌,有图为证,连这些基本知识都不懂就盲目抄",1012,4,20200327,14.05181318,跌有 图为 证连 基本知识 懂 盲目 抄,
记住，目前仍在右侧交易的起点。,3102,14,20180618,46.72207463,记住 右侧 交易 起点,
节前效应，今明两天A股承压，等待节后修复回升,1759,16,20220928,53.13584304,节前 效应 今明两天 承压 等待 节后 修复 回升,
已跌出重要底部，超跌反弹随时展开！,2183,27,20220925,88.91866881,跌出 底部 超跌 反弹 展开,
全市场都是大聪明,2795,9,20221219,30.45623363,全 聪明,
2022年1月12日涨停追踪,1529,8,20220112,27.11454262,涨停 追踪,
A股去年7月货币遇紧9月见顶下次牛市在2019下半年/2024,9100,4,20220408,14.38566449,去年 货币 遇紧 见 顶 下次 下半年,
这是最安全，投资回报率最高的股票……,1289,10,20191012,33.58858852,投资 回报率 最高的 股票,
额疯鸡又开始鸟哈,1237,6,20200518,20.58232939,额疯鸡 鸟哈,
9月19日打新：KNW吃肉，11只美新关注；这只北交所我参,2848,3,20220918,10.95908899,新 KNW 吃 肉 只美新 关注 参,
回踩中 如何打好伏击,37513,65,20180430,212.8509636,回 踩 伏击,
投资朋友们，我个人入了点隆基，看本周结束如何，本周,2191,17,20220412,56.41922483,投资 朋友 入 点隆 基看 结束,
脸皮厚不怕痛，御测周二大涨收3130。,2464,3,20180122,10.93707425,脸皮厚 痛御测 周二 大涨 收,
7.25涨停复盘,1004,4,20220725,14.0506068,涨停 复盘,
狙击【4.6早盘】：这个板块有机会，准备开仓！本号主,1777,4,20220406,14.1373906,狙击 早盘 机会 开仓本 主,
大家早上好，现在是3月18日早上7点，一觉醒来，消息很,1028,5,20220318,17.30419759,早上好 觉醒 消息,
牛逼啦，三天就干到底了，佩服佩服,1297,7,20200716,23.83952899,牛逼 三天 干到底 佩服 佩服,
吐槽：贷款4万亿创出历史新高，股市会怎样,2556,3,20190328,10.9426463,吐槽 贷款 万亿 创出 历史 新高 股市,
大胆预测，开盘2785，最低可看2715，如果到了，请广大,1889,3,20190806,10.89668119,大胆 开盘 最低 可看 请,
怎么上去怎么下来[大笑],1189,20,20200707,66.07631365,大笑,
明天开盘，就在刚刚，证券市场出了三个消息，两个利空,1184,3,20210822,10.8256731,开盘 刚刚 证券市场 出 三个 消息 两个 利空,
横刀狂歌：中信建投能否成为券商新龙头？,6382,34,20220623,111.8317349,横刀 狂歌 中信 建投 券商 新龙头,
几近空仓太久了，对市场都有些麻木了，个股太多出现巨,17845,43,20180328,141.2380308,几近 空仓 太久 麻木 个股 太 巨,
千万顶住，我200积分压跌呢,1523,8,20190224,27.11394497,千万 顶住 积分 压跌,
认真了吧，肯定上当,1070,4,20190501,14.06028432,肯定 上当,
大盘走势分析1：今天大盘收了根十字星，这样的K线一般,3228,12,20220613,40.22812673,大盘走势 分析 收 根 十字星 K 线,
尾号07、99票现价加仓20%，反弹做T,1369,24,20200608,79.09774121,尾号 票 现价 反弹 做 T,
今天被宝莫股份整的一点心情都没了，早上好几个到位的,14437,42,20180919,137.9558169,被宝 莫 股份 整 一点 心情 没 好几个 到位,
长话短说，支撑位2980，压力位3075，明日关2927突破注,1345,14,20200701,46.5950528,支撑位 压力 位 关 突破 注,
若两军阵前，鼓声如雷霆。进则死敌，退则死法，若人悟,59616,257,20190531,836.921377,两军 阵前 鼓声 雷霆 进则 死敌 退则 死法 若人悟,
日实盘总结：新入：森马服饰，2万股（成本12.01）补仓,5274,12,20210526,40.30274904,实盘 新入 森马 服饰 万股 成本 补仓,
喜迎开门红！,4334,17,20211008,56.52291112,喜迎 开门红,
今日A股上涨20点，现在的散户应该怎么办？给所有人一,5499,52,20220505,170.3090993,上涨 散户 所有人,
白马中的白马都率先走出了趋势，同时也短期堆积了大量,1806,12,20210329,40.13985121,白马 白马 率先 走出 趋势 短期 堆积,
2019-11-27大盘长线压力2923看2900支撑，突破2908短线,3852,14,20191127,46.7549902,长线 压力 支撑 突破 短线,
红尘说：人生两大转折点,1451,22,20200727,72.60658359,红尘 说 人生 两大 转折点,
下周大肄买入股票！没张的补张耒了！[大笑]媒体唱空！,2580,4,20180131,14.1940669,肄 股票 没张 补张 耒 大笑 媒体 唱空,
下周走势很明确，这么多人一厢情愿必定失望到绝望,2307,6,20190818,20.67706666,走势 多人 一厢情愿 失望 绝望,
因为它的出现，元宇宙龙头-中青宝跪下了！车联网龙头-,1269,3,20211213,10.83621157,元 宇宙 中青 宝 跪下 车 联网,
之所以保税科技今天尾盘拉升，很多人还在猜测。其实是,4182,17,20191104,56.51748441,尾盘 拉升 猜测,
明天必跌无疑了,2800,5,20190309,17.45650531,必跌 无疑,
大盘见顶了！2020最高点就在昨天。自求多福吧！,1027,3,20200115,10.80404966,见 顶 最高点 自求多福,
抗疫：串红口罩.双黄莲、传统炒作龙头与技术大咖医科,1971,10,20200202,33.65314032,抗疫串 红 口罩 双黄 莲 传统 炒作 技术 咖 医科,
沪指自3442开始的下跌C浪已经接近尾声，周五的反弹是,2045,17,20200912,56.40874266,沪 指自 下跌 C 浪 接近 尾声 周五 反弹,
好机会来临，你准备好了吗？,3463,7,20190201,23.98880837,好机会 来临 好了吗,
快讯：穩增长将成为八月新主线（龙头）,1782,9,20220804,30.38781769,快讯 穩 增长 八月 新 主线,
害怕，周一再次回调两个点[哭][哭][哭],1837,3,20190803,10.8924382,害怕 周一 回调 两个 哭哭 哭,
昨夜美股大跌，A股是不是该低开了[胜利],5556,5,20180509,17.56066678,昨夜 大跌 低开 胜利,
观念决定思路，思路决定出路！” 成功只有两条路，要,11138,27,20190319,89.16638252,观念 思路 思路 出路 两条路,
大盘从高点掉落400点后，今天看起来有点像样的反弹.反,2306,36,20210311,118.1770008,高点 掉落 点后 像样 反弹 反,
早上的高开使节奏又改变了，没有暴跌还不能抄底,1472,10,20200317,33.60876773,高开 节奏 改变 暴跌 抄底,
《每日一帖，向着50万目标》净资产39693 当日盈亏689,2721,43,20200520,140.952155,一帖 目标 净资产 当日 盈亏,
8.17收评：加速下跌让愚昧的喷子闭嘴,4359,39,20210817,128.0237854,加速 下跌 愚昧 喷子 闭嘴,
回答了股友们提出的“你会将自己的交易系统完整地告诉,8992,61,20210720,199.6338497,回答 股友们 提出 交易系统 完整 告诉,
11.24  逻辑--讲几个例子,1679,5,20221124,17.37876774,逻辑 讲 几个 例子,
目前指数还是站在年线之上，总之随着长时间的横盘，年,6101,33,20200617,108.5748904,站 年线 之上 长时间 横盘,
悲观时，弄清空间与时间，乐观正常最差是什么，方冷静,4417,66,20221004,215.7757946,悲观 弄清 空间 时间 乐观 最差 方 冷静,
帝妖：金融大鳄出列,6086,10,20180301,33.82451618,帝 妖 鳄 出列,
股海多娇：A股市场主力在等一个时间点。周三两市继续,15318,42,20190511,137.9648207,股海 多娇 主力 时间 周三 两市,
【第六篇.恺英的后期走势？】,16827,1042,20220814,3387.979102,第六篇 恺 英 后期 走势,
我的五句话。神机没有废话，只有五句，直接简单一点。,5615,10,20200408,33.81227242,五句 话 神机 废话 五句 简单 一点,
7.22复盘：利亚德继续持股待涨，明天短线目标已经锁定,5331,6,20210722,20.80438304,复盘 利亚德 待涨 短线 目标 锁定,
盘面，周末消息一大堆，今天盘面反馈出来的有，储能，,1131,20,20211025,66.06871191,盘面 消息 一大堆 盘面 反馈 储能,
强烈建议大A开盘也2月9号后，,1380,10,20200130,33.59895768,强烈建议 A 开盘,
策略下周A股还有看头！ 还能继续涨吗？,2286,8,20211015,27.17567668,策略 看头 涨,
红尘说：今天博傻资金进入科创板过年。,1479,10,20200117,33.60948886,红尘 说 博傻 资金 科创板 过年,
2点半爆拉，同意的举手,2922,25,20190313,82.46298807,点半 爆拉 同意 举手,
任务完成，休息了。1月股评大盘以来，也算是帮大家渡,9541,289,20220621,940.6428579,休息 股评 算是 帮 渡,
这个方向，大资金入场了！,1561,3,20220908,10.86769102,资金 入场,
明阳与许继　多多对决,8696,24,20220223,79.37876184,明阳 许继 对决,
上证指数回调是为了等等创业版再上攻，创业版一看上证,1136,7,20200820,23.81938242,回调 创业 版 上攻 创业 版一看,
剖析大A 2440至今的走势,2232,5,20221013,17.42204297,剖析 A 走势,
俺93年入市，各种情况都遇到过。今年的行情，让我感觉,3371,6,20180105,20.73471556,入市 情况 感觉,
我的交易法则，正在成功的路上,11122,50,20190322,163.916164,交易 法则 成功的 路上,
黄斌汉：指数狂飙！理论上未来难有熊市！,1182,4,20200824,14.07541612,黄斌汉 狂飙 理论 难有 熊市,
足足等了四年半，不容易啊。,10794,46,20191125,150.9116138,足足 四年 半,
为股指期货做空100个赞同。,3437,18,20190327,59.73766284,做空 赞同,
"商超茅台抢购，线上预售秒光，千分之七""中签率""！消费",5665,9,20210213,30.56361997,商超 抢购 线上 预售 光 千分之 七 中签率,
对目前A股大盘的技术分析(535)[4-10日走势研判],2878,46,20220403,150.7106818,技术分析 走势 研判,
梦到大盘低开高走了[胜利][胜利][胜利][胜利]希望如我,1139,14,20191014,46.5697833,梦到 低开 高 走 胜利 胜利 胜利 胜利 希望,
人心已逝，老乡别跑，内裤留下。,2715,6,20180104,20.70181944,人心 已逝 老乡 别跑 内裤 留下,
历史上哪有大熊北上突破年线不回踩一骑绝尘滴大牛？！,5436,8,20190507,27.30734781,历史 大熊 北上 突破 年线 回 踩 一骑 绝尘 滴大牛,
我来扯淡了。预估大盘将以平均每天15-20点的速度涨1-2,3622,6,20180212,20.74563196,我来 扯淡 预估 平均 速度 涨,
今日大盘乖离赌7.05[微笑],14603,45,20190407,147.7075547,乖离 赌 微笑,
收评A股全线上涨！是行情要启动了吗？,2505,14,20211111,46.68958271,全线 上涨 启动,
本周抓到4个涨停板，1个跌停板，有图有真相。挑战下周,1097,8,20210228,27.06407232,抓到 涨停板 跌停板 有图 真相 挑战,
探底回升将至,3193,19,20220712,62.97646962,回升,
完了，明天黑色星期五成定局！,1386,10,20200611,33.59961713,完 黑色 成 定局,
开场白，个人观点，实活实说，因人运气而言，再煎的股,2938,10,20220421,33.71381813,开场白 个人观点 实活 实说 因人 运气 再煎 股,
抓紧兑现...（05-05）,7057,146,20220504,475.847017,抓紧 兑现,
一跌就出现了这么多看空的，无语,2558,15,20200522,49.94276519,一跌 看空 无语,
身为职业股民，给所有粉丝一个忠告，投资没有捷径，但,2014,20,20221125,66.15642081,身为 职业 股民 忠告 投资 捷径,
主力为什么专砸四大行？,3892,15,20190515,50.00656049,主力 专 砸 四大行,
股票投资归源1、股票的真正价值在于：持有它，可以分,4920,52,20190822,170.2921878,股票投资 归源 股票 价值 持有,
2021-10-27大盘3584-3591双支撑考验3611压力，突破长,1396,35,20211027,114.8507099,双 支撑 考验 压力 突破 长,
8月小心驶得万年船！行情还会有但绝不是现在！4月27日,1677,41,20220810,134.3785866,小心 驶得 万年 船 还会,
外资扫货了，优质银行保险全部入手,1588,14,20200120,46.62029767,外资 扫货 优质 银行 保险 入手,
股灾抵抗中继 乌鸦双飞三角,6861,8,20180628,27.3427356,股灾 抵抗 中继 乌鸦 双飞 三角,
大家都不相信牛市了吧，这里就是牛市的回调，可能这样,1969,4,20191019,14.152986,回调,
5号说过：大盘只完成了一般回踩到位，如果就此展开拉,1058,7,20200610,23.80856998,说 回 踩 到位 展开 拉,
这种趋势那么好，量能那么的健康，难道有钱都不赚吗[,1263,12,20210706,40.08549117,趋势 好量 健康 有钱 赚,
盘口说：破船上坐满了兔子要渡海！,6373,32,20210204,105.3315204,盘口 说破 船上 坐满 兔子 渡海,
大盘未攻击3550至3587区间不言撤退！等攻击到这一区间,29033,208,20200709,677.5620122,未 攻击 区间 言 撤退 攻击 区间,
亚厦汽车一字板就不好,1300,4,20180701,14.08988017,亚厦 一字板 不好,
科华大家可以放心买入了$科华数据(SZ002335)$因为我卖,1027,17,20211227,56.30404966,科华 放心 科华 数据 卖,
$常铝股份(SZ002160)$常铝股份002160是比亚迪概念和汽,3956,25,20220622,82.5090397,比亚迪 汽,
中国股市每逢节假日放假太长！各大银行也放这么长时间,1239,3,20201006,10.83257496,股市 节假日 放假 太长 各大 银行 放 长时间,
节后开盘会不会千股跌停啊，太可怕了，大概率会延续节,1774,9,20200126,30.38713377,节后 开盘 千股 跌停 太 可怕 概率 延续 节,
策略不管有多少困难 投资路上我会一直陪着大家！,5175,8,20210620,27.29986862,策略 困难 投资 路上 我会 陪,
主力常用的出货手法：1、拉高出货拉高出货往往是在主,2396,3,20191116,10.93282038,主力 常用 出货 手法 拉高 出货 拉高 出货 主,
突发利空，美股暴跌近4%，对港股和A股有何影响？,74235,310,20220827,1009.204713,突发 利空 暴跌 近 有何 影响,
大金融板块涨了，就是风险来临，所有板块轮涨一遍，存,1383,13,20210525,43.34928776,涨 风险 来临 轮涨 一遍 存,
年前最后一个帖子 说一下详细的操作策略,9045,78,20220128,254.884743,年前 帖子 说 详细 操作 策略,
美股也没有开盘。不受利空吧，也跌成这样。,1363,3,20190224,10.84707355,开盘 不受 利空 跌成,
今晚继续发行IPO，同时声明一下IPO与股市下跌没一点JB,1472,3,20180420,10.85876773,今晚 发行 IPO 声明 IPO 股市 下跌 没 一点 JB,
清仓走人休息几天了，半仓滚动半个月操作就这点收获得,4026,69,20200715,225.5117058,走人 休息 几天 半仓 滚动 半个 操作 收获,
这两天仔细看了看一些个股在奔着大牛市行情发展，前些,3408,36,20220904,118.2363749,仔细 个股 奔 大牛市 前,
9.16早评 即将开盘，整理出重点板块及重点关注消息！,1531,10,20220916,33.61474132,早评 开盘 整理 出 重点 重点 关注 消息,
变脸！上证今天收3080！,54501,128,20180701,417.6577416,变脸 收,
厦门美湖路 我现在就在这里哦,12037,4,20180609,14.42818139,厦门 美湖路,
火天大有卦：热点将延续，三个交易日后上3500点。,3045,20,20220412,66.21925555,火 天大 有卦 热点 延续 三个 交易日,
老龙头启动开启！,3873,19,20220507,63.00581662,老龙头 启动 开启,
今年最危险的板块出现了,2027,14,20191127,46.65739881,危险的,
最新消息！今天是5月18日，刚吃完晚饭，就看到证券市,6653,25,20220518,82.58805613,最新消息 日刚 吃 完 晚饭 证券 市,
护盘资金都是国家战略资金，只能起到临时维稳作用，也,1690,11,20200924,36.87976035,护盘 资金 国家 战略 资金 只能 起到 临时 维稳 作用,
上周五我以超级短线姿态，锁定卡倍亿。在未来八个交易,3473,5,20210111,17.48924667,上周五 我以 超级 短线 姿态 锁定 卡倍 亿 八个 交易,
美股昨晚小涨，多数小散以为今天A股也能涨或小跌，绝,5035,6,20180908,20.79569982,昨晚 小涨 小散 涨 小跌 绝,
北向资金净流入走势午盘小幅回落，但整体影响不大，北,2596,16,20210712,53.19500664,北向 资金 净流入 走势 午盘 小幅 回落 整体 影响 北,
恭喜今天坚持持有的股民 明日高开高涨 今年最高涨幅,4361,3,20180807,11.02385513,恭喜 持有 股民 高开 高涨 涨幅,
第一家！营收为0、巨亏超10亿的企业即将登陆A股,4459,35,20200105,115.0272331,第一家 营收 巨亏 超 亿 企业 登陆,
一旦出现“启明星”形态，不要犹豫，果断介入,4501,42,20220103,137.7786582,启明星 形态 犹豫 果断 介入,
清仓出市，明年再看。,2547,60,20200429,196.1921101,出市,
那个叫冲击8000点的专家，在吗?,3637,3,20190507,10.99626016,冲击 专家,
国庆前我都不想看盘！,2906,5,20190507,17.46215346,国庆 前 不想 看盘,
莫慌！一关键因素暗示主力或将有力往狂澜的大动作,31078,8,20180521,27.57235857,莫慌一 关键因素 暗示 主力 狂澜 动作,
突发！市场传来3则消息，给 新能源 的小伙伴们提个醒,2896,3,20221206,10.9616295,突发 传来 消息 新能源 提个醒,
大跌后哪里是底？,1652,18,20220915,59.62630352,大跌 底,
力源信息芯片研发能力全国前三市盈率25倍业绩一年翻六,8626,24,20180327,79.37753331,力源 芯片 研发 能力 全国 前三 市盈率 倍 业绩 翻六,
我就不明白，煤炭股市盈率这么低，业绩又如此确定，供,2140,8,20190717,27.16564482,明白 股 市盈率 低 业绩 供,
今天重点注意股金鸿、辅仁、凯乐！自己看着操作，不建,1134,19,20220728,62.81911457,重点 股金 鸿 辅仁 凯乐 看着 操作 不建,
2018年是向3684发起攻击的结构性小慢牛走势！ 1，从主,2926,4,20180428,14.21319601,攻击 结构性 小慢 牛 走势 从主,
收盘，大盘震荡整理已经完成，明日准备迎接总攻！今日,1270,18,20220816,59.5863313,收盘 震荡 整理 迎接 总攻,
炒股12年，从无到有，总结了以下几点技巧！（深度好文,1507,4,20220721,14.11233964,炒股 以下几点 技巧 深度 好文,
目前3000点不到的市场，跟6年前2000点位置差不多性质,10366,31,20191207,102.1554639,不到 年前 位置 性质,
后市早知道,2195,4,20190130,14.16950208,早,
大盘没有反弹，技术失灵了?不一定，今天反而走势更加,14638,133,20220919,433.7079186,反弹 技术 失灵 走势,
即相遇，必相惜；即有缘，必在意。感恩遇见，感恩有你,1016,17,20220111,56.3024128,相遇 必 相惜 有缘 必 在意 感恩 遇见 感恩,
轻大盘，重个股,2684,10,20210323,33.70007388,轻 重 个股,
如果中芯是中石油第二，那么科技股，科创，大盘，中国,6511,129,20200727,420.5847767,中芯 石油 科技股 科创,
今天超短持有至正股份成本价二十三块四毛,2409,5,20180512,17.43364288,超短 持有 至正 股份 成本价 二十三 块 四毛,
（每日一帖）2020-2-13百万恩仇录之第六部银月上西楼,7206,106,20200213,345.850193,一帖 百万 恩仇录 第六部 银月 西楼,
上面打击非法推股，老衲只能提示板块了！呵呵！,2098,8,20191007,27.16263192,打击 非法 推股 老衲 只能 提示,
熊尾的低点在哪里？等熊尾周期结束时，你会发现，前面,1137,4,20200130,14.06951616,熊尾 低点 熊尾 周期 结束 发现,
大家好，现在这波牛市叫疫情牛。MD，关注我的粉丝都给,1141,5,20200222,17.32004998,这波 牛 MD 关注,
大底都是共享的，大家一致抡在那里[大笑][大笑][大笑],2039,3,20180829,10.90829603,大底 共享 抡 大笑 大笑 大笑,
股评家们又谈二次探底（大家熟悉吗3356）如果上证再探,1653,3,20220310,10.8763955,股评家 谈 二次 熟悉 探,
反正跌破120日线跌破一个割一个,1471,20,20220930,66.10866444,反正 跌破 日线 跌破 割,
炒股养家《养家心法》整理（二） 我与股市的十年！,3335,26,20220813,85.73308354,炒股 养家 养家 心法 整理 二 股市 十年,
11-6是技术性调整、没事、没事、不要怕,1654,32,20221116,105.1264874,技术性 调整 没事 没事 怕,
兄弟们别上头，建投能源今天就是加仓自救前一段有底仓,1496,33,20220816,108.3612261,兄弟 上头 自救 前 一段 有底 仓,
[微笑]耐心拿着吧,1007,6,20191211,20.55106031,微笑 耐心,
股市一跌就有人骂 服了 不跌好 涨的好吗 不经风雨怎么,10658,57,20180611,186.6596865,股市 一跌 有人 骂 服 不跌 涨 经风雨,
盘面情绪，关键词，前排，轮动，上周激发的科技，医药,1053,14,20221018,46.55784993,盘面 情绪 关键词 前排 轮动 激发,
期货十1900,1130,21,20200210,69.31857746,期货 十,
前有特斯拉，后有蔚来，自动驾驶技术还是相信华为的好,1194,3,20210816,10.82695151,前有 特斯拉 蔚来 自动 驾驶 技术 华为,
3200附近，反弹信号响起，还是有低位可以把握的，今日,9320,31,20220805,102.1392956,反弹 信号 响起 低位 把握,
对目前A股大盘的技术分析(449)[20-26日走势研判],13213,64,20200719,209.4423505,技术分析 走势 研判,
企稳反弹，今天抄底成功！,2066,18,20210309,59.66029561,企稳 反弹 抄底,
2018年1月2日，新年后上班第一天，刘士余在证监会稽查,4035,32,20190305,105.2620452,新年 上班 第一天 刘士 余 证监会 稽查,
盯盘、追高、频繁操作是亏损的根源,1571,11,20190820,36.86866166,盯盘 追高 频繁 操作 亏损 根源,
李雁鸣还好意思说大盘，上周五你说调整还没有结束，下,1162,5,20210825,17.32282214,李 雁鸣 好意思 说 上周五 说 调整 结束,
早评,1039,4,20211206,14.05581544,早评,
2018-1-8股市分析（喜欢的朋友记得留花！感谢） 上周,16849,20,20180103,66.47930095,股市 分析 喜欢的 朋友 记得 留花,
50万亏成35万！亏损原因，连她自己都觉得不可思议？,2239,6,20220914,20.67251893,万亏成 亏损 原因 不可思议,
讲一下分时底背离怎么看。有图有真相,7589,14,20180201,46.85806459,讲 分时 底 背离 看有 图有 真相,
今A股上涨天才作家也虚构不出的剧情,4256,20,20190325,66.27015057,上涨 天才 作家 虚构 不出 剧情,
说实话我其实真是不太想说太多，因为我的操作模式很简,3038,68,20211106,222.2189057,说实话 不太想 说太多 操作 模式 很简,
红K线是用银子画出来的，黑K线是用股票打下来的,13826,31,20180305,102.1992438,红 K 线 银子 画 黑 K 线 股票,
你读懂了这张图你就知道哥的预测的技术的难度了，其实,2135,22,20210704,72.66528926,读懂 张图 哥 技术 难度,
外围涨是一种奢侈品,5658,4,20180122,14.31343203,外围 涨 一种 奢侈品,
主力像热锅上的蚂蚁,3522,6,20180429,20.74137627,主力 热锅上的蚂蚁,
7月11日晚间！A股传来重磅消息，振奋人心！或将引发明,7614,88,20220711,287.3585645,晚间 传来 重磅 消息 振奋人心 引发 明,
特别注意特别注意！！！,1666,3,20180515,10.87758625,特别注意 特别注意,
下面谈谈接下来对于行情走势的预测，昨天A股港股都出,5590,35,20221208,115.0615941,谈谈 走势 出,
今年有希望的几个板块,2647,28,20200524,92.19796388,有希望 几个,
实盘第144天天邦今天水下加了些仓位，这只从9月底拿到,1653,3,20211102,10.8763955,实盘 天天 邦 水下 加 仓位 月底 拿到,
中文在线：心中若有桃花源，何处不是水云乡。,2736,35,20211208,114.9529906,中文 在线 心中 若有 桃花源 水云 乡,
空军即将来袭...,3697,6,20180122,20.74874731,空军 来袭,
2022-1-19大盘3559短线支撑考验3580压力争夺3577。周,1883,20,20220119,66.14619761,短线 支撑 考验 压力 争夺,
这个世上没有比做股票更简单的事了，如果有的话，那就,1823,3,20191016,10.89127533,世上 比做 股票 更 简单 事,
