Title,Readership,Commants,PostingTime
现在清仓阶段，在大盘没有出现一根3个点以上的暴跌，,466,1,2023/9/22
今天的科创板50etf可谓是十分抢手，单只限额50亿，大,443,0,2023/9/22
以后遇到这种走势的票就说明操盘者是一个恶庄！这种股,458,2,2023/9/22
对于市场波动要处变不惊，如果价位波动能影响心情，那,407,0,2023/9/22
铁哥百万实盘（冲200W）2020.9.22收盘亏损-6789元，资,373,0,2023/9/22
t加0我愿赌服输。这买进去就只能眼睁睁的看着主力砸。,457,3,2023/9/22
周三，有惊无险。冲高3300，收阳！,718,7,2023/9/22
黑嘴太多了，天天说回调,367,2,2023/9/22
太弱了，太烂了，诱多，又套牢了一批人今天。,403,1,2023/9/22
这几天回了趟老家，见到了我们村的王二麻子，他吹牛说,413,0,2023/9/22
明天大盘支撑位3248，强支撑3220，绝命线已经到了3181,2561,19,2023/9/22
大盘走势分析收盘贴：1：由于昨晚外围指数大跌，所以,9480,107,2023/9/22
我一直没进，空仓很久了。。。做到心手合一不容易。我,1430,8,2023/9/22
乾照光电作为国内领先的全色系超高亮度LED外延片及芯,1220,0,2023/9/22
整体来看，今天市场还是比较疲软，资金的操作欲望不大,588,2,2023/9/22
今天三大指数低开，证券股冲高震荡，医疗器械涨幅居前,409,0,2023/9/22
军工：要想再涨，需要指数盘面好点。这种盘面明天还出,379,0,2023/9/22
盘面很难看，韭菜们变聪明了，讲故事没人听，里面等着,494,0,2023/9/22
还有7天就十一长假了，这七天不知道什么德行呢！天天,503,2,2023/9/22
这四家食盐公司怎么了，上市之后就一直跌，业绩还可以,396,0,2023/9/22
覆巢之下安有完，该回避风险还是需要回避风险的,392,0,2023/9/22
中阴线报收，符合预测。明天大盘继续小幅震荡调整，将,911,5,2023/9/22
股市三部曲，利空是大利空，利好落地是利空，提前知道,373,0,2023/9/22
现在看来3200是能到了，现在市场上很多人都说回补3150,425,0,2023/9/22
天天北向资金北向资金，偌大个股市天天被那么点北向资,374,0,2023/9/22
股东每天做避险，优化短期预估跌幅大的风险中性对冲品,371,0,2023/9/22
砖家说4000点，其实就是重回3000点，这个才是事实。,442,2,2023/9/22
此生的最大愿望是能活着离开中国股市！,542,3,2023/9/22
3152缺口必须补缺,426,1,2023/9/22
最近欧美股市大跌的原因原来是疫情再次难以控制的反弹,415,0,2023/9/22
这已经不是人能炒的股市，是神仙才能炒的，决定退出,1210,7,2023/9/22
我还以为你能独善其身，但是还是千年老二！,368,1,2023/9/22
7月份挣了10万，8-9月份亏了20万。这破行情真的…天天,363,0,2023/9/22
为了有限的年终收官，9月只能继续压盘,560,0,2023/9/22
小心再小心还是亏了17000元,532,0,2023/9/22
昨天说了今天早盘低开低走就确定变盘，神秘指标显示23,774,2,2023/9/22
别人是下得去上得来，咱们是拉高再跳水，深刻体现出咱,390,1,2023/9/22
真搞不懂这股市，你方唱罢我登场，各自风光三两天，一,462,3,2023/9/22
先进行业，硬核技术，优秀业绩是十倍牛股的三个核心要,656,0,2023/9/22
小牛劈叉了！,715,4,2023/9/22
9-22收评 明日股市走势分析,561,1,2023/9/22
吉药股份预计有连板可能！有望上13元,935,2,2023/9/22
明天挑战3200，9月挑战2800，见识下什么叫大A[滴汗],395,1,2023/9/22
循环播放了一下午《雪候鸟》，股一刀一刀割，泪一滴一,359,0,2023/9/22
大盘涨的时候拉权重，跌的时候杀个股！！！,420,2,2023/9/22
记住一句话，只买站在所有均线之上的票，破五日线就割,1146,8,2023/9/22
今天跌的原因有人找到了吗？唯一的原因是外围跌了[大,505,1,2023/9/22
《每日一贴 9月22日》又是一天巨亏,3287,34,2023/9/22
停牌这么久复牌，按照均线走法都不知道要多少个涨停板,636,3,2023/9/22
有总再跌十次，老子拼了这点本钱把你送ST去深造！,521,7,2023/9/22
大盘应该会回到2800的位置,354,1,2023/9/22
舔伤口自我修复 2020年第177个实盘日记,1209,10,2023/9/22
创业板前期没有上涨的股票必有一波补涨行情！利德曼也,1041,5,2023/9/22
哪有什么牛市？只不过是7月有两周上涨,467,3,2023/9/22
9月22日收评：大盘继续震荡，高抛低吸是良策！第一张,683,0,2023/9/22
今日被血洗，明日咋操作？（9.23操作打算）,13366,143,2023/9/22
老周期不死，新周期不生！超短情绪:分化涨停结构20厘,383,0,2023/9/22
每周一帖。作为价值投资的崇尚者和践行者，坚持价值投,2107,0,2023/9/22
今天心情好！入选的三支次新股豪悦护理开板涨停，康泰,887,3,2023/9/22
今天提了个很重要的看法，也许撞破了“天机”或打中了,418,1,2023/9/22
有人说我们的股市已经形成了慢牛格局，慢牛新解：慢涨,401,1,2023/9/22
T＋1太坑爹了[怒][怒][怒],588,6,2023/9/22
韭菜还在担心股灾，聪明的已经准备“金融主升二浪”！,34662,388,2023/9/22
中线金股,507,1,2023/9/22
由于券商的突发合并利好，大盘短暂反弹了一把，然后继,573,0,2023/9/22
每日一帖，除了涨我想不到其他的走势了,592,2,2023/9/22
周线死叉，好可怕,575,4,2023/9/22
目前中国建筑9成仓了，成本5.13，1.8万股。补仓还把成,530,0,2023/9/22
涨停板价格进了豫石金刚，咋办,886,6,2023/9/22
9月23号日内趋势图！望各主力继续按图施工。,1789,16,2023/9/22
上周五唱多的那堆机构名字要跟他截图，高高挂起,383,1,2023/9/22
豫金刚石是善良的，庄家不想割韭菜而已，不是你幸运能,596,2,2023/9/22
为什么舍得变ST了？,631,0,2023/9/22
又完美的走出一个大A。出芯片重大利好，然后主力借利,451,0,2023/9/22
复盘笔记（收盘),674,0,2023/9/22
还牛市吗？,424,1,2023/9/22
09.23. 睁大眼珠子,14091,41,2023/9/22
疫情最受益的公司必将再走出大牛股来1、今天大涨，明,706,2,2023/9/22
这回3200保不住了!,372,1,2023/9/22
三千四是本时代的金刚大顶，只有下才有投资价值,372,1,2023/9/22
宇辉解大盘，看好节前行情,442,0,2023/9/22
12万的本快亏了8万了！怎么办,1335,11,2023/9/22
沪指自3350开始的下跌到3265基本告一段落，明日企稳转,749,8,2023/9/22
就为这，冲高又回落,15492,27,2023/9/22
证监会联合公安部门联合整治股票市场工作稳步推进中。,386,2,2023/9/22
伤心的韭菜有多少？太狠了，根都不留。,463,2,2023/9/22
开始跌跌不休，更猛烈的下跌还在后面,421,1,2023/9/22
能不能全市场都20%的涨跌幅？支持的右上角点赞！,382,1,2023/9/22
跌下去的相信会回来的，毕竟基本面这么好。,578,4,2023/9/22
以前炒股是怕“黑色星期五”，后来又有了“黑色星期四,2520,13,2023/9/22
股神今天下午最新观点！！！,590,3,2023/9/22
赚钱效应太差，一进就被闷杀,470,1,2023/9/22
《每日一帖，向着50万目标》净资产56060 当日盈亏360,1770,54,2023/9/22
赢了的，总说自已的经验，真实是运气而已！股市要玩经,587,3,2023/9/22
【中国股市：为何散户总是被洗出局？值得散户用心看】,849,2,2023/9/22
知道今天为什么下跌了吗？募捐科创基金将近400亿，各,460,1,2023/9/22
明天大盘来个跳空低开，不管反弹多少都得清仓走人,567,1,2023/9/22
10W本今年还赚1W多，吐回去就不玩了,1019,11,2023/9/22
9月17日，《中国天然气发展报告（2020）》（简称《报,452,0,2023/9/22
散户越来越多，砸到2500点,355,1,2023/9/22
SSATM_CN大盘预测：今日受美股下跌影响，大盘低开，虽,380,0,2023/9/22
下午大跌前，基本上清完了，尾盘又杀进去百分之七十，,540,1,2023/9/22
明天继续跌吧！大锅盖依然坚不可摧，而大铁锤已经开始,2966,13,2023/9/22
我看到的是行情已结束，最好的方法是减仓，只留一成仓,619,2,2023/9/22
今天的股市怎么样？,417,2,2023/9/22
跌这么多还有券商在涨，其他的个股得有多难,379,0,2023/9/22
9月22日讯，今日期市午盘收盘，盘面普遍下跌。沪银主,470,0,2023/9/22
我发现了，指数反弹时我的股票小跌，反弹过后下跌时我,659,5,2023/9/22
总体：沪市成交金额2691亿，创业板2172亿，深市4332亿,523,0,2023/9/22
北向资金全天净流出三点几个亿，大盘跌成这样[捂脸]，,644,5,2023/9/22
【回本路】九月到目前为止仅红四天，还是九牛一毛。本,667,4,2023/9/22
注册制新股上市第一天即是最高价，与以往的百分之十一,536,0,2023/9/22
现在所有的一切都说明熊市的开始。反弹就是减仓的机会,368,0,2023/9/22
节前先减肥，节后不伤悲。失势的股票如同变心的男人，,636,3,2023/9/22
大行情要来了，本周认沽期权翻10倍，500etf空单都拉满,474,0,2023/9/22
昨日预测今天强支撑位3291附近，下跌后会反抽，反抽压,76787,389,2023/9/22
今天探底回升想到了券商涨挺也想到了但是尾盘创新低没,1292,0,2023/9/22
C4反弹结束,581,0,2023/9/22
信号明确，趋势下跌开始,673,4,2023/9/22
是要提前进入假日模式么？股市今天阴转小雨，上午阴天,524,1,2023/9/22
市场里能赚到钱的，需要的是“懒”，不是能辛勤交易的,617,1,2023/9/22
玩了2个月，才赚总仓的20多个点，休息几天再干！,617,3,2023/9/22
炒股票应该多看看动物世界，好比南非大草原的猎豹在每,1019,2,2023/9/22
希望明天大盘继续探底！狠狠跌两天肯定会大涨！,394,1,2023/9/22
这个股谁能分析一下,426,2,2023/9/22
9.22收评 抄底了，又回落了，咋整？,442,0,2023/9/22
以前都是黑45现在123都黑了。,414,3,2023/9/22
这个跟我的实盘买的股差不多的。可惜没听师傅的，买股,569,3,2023/9/22
大神出来解个盘，明天咋走。[大笑][大笑][大笑],552,3,2023/9/22
记住，这叫中国股市，全球第一牛，都来投资吧,399,1,2023/9/22
今日大盘受外围影响，低开后走出拉升回补缺口后回落下,610,2,2023/9/22
我就想问问在股市里有几位散户是挣到钱的？为什么还要,510,2,2023/9/22
幸好在3400点之后就撤了,690,0,2023/9/22
人性之道，什么亏都不吃，最好！可市场最特点，不确定,351,0,2023/9/22
大闸蟹行情[哭][哭][哭],421,0,2023/9/22
今日收盘，沪指报收3274.30。最高3320.23点，最低3265,716,0,2023/9/22
周五涨的，两天就给干回来了，牛来了[大笑],476,2,2023/9/22
2020.09.21可转债交易记录,751,6,2023/9/22
中国银行双向宝显示可用保证金为什么有些取不出来,974,0,2023/9/22
正常回踩，不必担心！,634,4,2023/9/22
大盘低开回升下跌,461,0,2023/9/22
明日如何未可知。但对于操作纪律而言，我无疑是失败了,560,1,2023/9/22
如果我们追寻趋势或者说我们要波段操作，理论上没错，,690,7,2023/9/22
今日实盘,453,2,2023/9/22
给这个没有经历过2009-2013年的投资者说个历史数据，,560,0,2023/9/22
昨天欧股大跌，今天高开怎么回事？求大神指点,477,2,2023/9/22
今天亏损10946连续亏损第五天。继续扛着吧。这个月虽,10229,65,2023/9/22
中期回档行情——日线反弹再次回到中轨道下方的防守,521,4,2023/9/22
今天冲高卖出回盛生物，买入蒙泰高新及圣元环保，已经,593,7,2023/9/22
熟悉的味道，明天应该收一个十字星[微笑][微笑][微笑],445,3,2023/9/22
投资感悟：不要在行情中迷失了自己，明确自己擅长的，,764,6,2023/9/22
有没有双良节能的补张票？感觉明天要干了，有没有能当,443,1,2023/9/22
精准下降通道。今日上证指数大跌逾1%，北向资金净流出,454,2,2023/9/22
恐怕单日百点长阴就在近日浪主浪主说今天今天低开后，,686,0,2023/9/22
今年运气太差，下午开盘直接下，空单没开成，翻倍机会,1046,11,2023/9/22
大家从过完年到现在，总收益是盈利还是亏损啊？我炒了,1537,18,2023/9/22
9月22日收盘点评,478,0,2023/9/22
只要有创业板在我劝大家还是不要玩主板的股票了就是等,402,0,2023/9/22
如何识别是不是“杀猪盘”，大家谨记3点，1、不听一些,842,1,2023/9/22
你们明天想看我拉吗？想看的扣1,435,4,2023/9/22
明天暴跌！立帖为证！,373,1,2023/9/22
竞价k线，双K理论！看两根k线！三根以上，进入日本的,1013,2,2023/9/22
北向资金真的是不稳定因素，下午大量卖出，外资和柚子,409,2,2023/9/22
今天大亏！,1075,9,2023/9/22
妖股,456,2,2023/9/22
盈利1024，稍微多说一点就河蟹，真牛,374,0,2023/9/22
星期一高开低走，今天低开低走，不用怀疑，明天肯定是,504,1,2023/9/22
10月15日下午2点，“2020中国岩板产业发展论坛”将在,477,1,2023/9/22
《市场本无牛熊，牛熊皆因……》近期养成了观看股吧的,455,1,2023/9/22
在消息面面前，很容易打乱原有技术走势节奏。明天标的,355,0,2023/9/22
上证指数从3月底的2650附近开始拉升，最高冲击3460附,426,0,2023/9/22
上周五大涨就猜到本周一要跌，于是周五减仓好多，想不,475,3,2023/9/22
20.09.22总资产:296546收益率:16.84%仓位:进攻型_82.5,1019,1,2023/9/22
《每日更新——年内净资产达50万目标》今日盈亏-20787,728,4,2023/9/22
2001年6月14日上证指数是2300左右，20年后是3300，涨,374,1,2023/9/22
昨天估计今天能拉红，总有惊喜，无语,353,2,2023/9/22
本是同根生，相煎何太急。大阳线诱多大A还是头一次，,384,0,2023/9/22
怎一个惨字了得,749,4,2023/9/22
第76天实盘记录[爱心][爱心][爱心],986,11,2023/9/22
撇除券商银行今天大盘得跌三个点以上吧,351,1,2023/9/22
一股莫名的哀伤笼罩在我的心头，你到底是怎么了？还能,1782,24,2023/9/22
"明修栈道,暗度陈仓。",3438,27,2023/9/22
重启股市人生路……重启资金：400000。重启日期：2020,37263,486,2023/9/22
指数午后震荡下行，沪指跌逾1%，两市个股普跌，涨幅超,367,0,2023/9/22
亏大了,628,3,2023/9/22
这个行情太无聊了,653,6,2023/9/22
大盘涨时 只是那些抱团取暖的股长 和你的股没什么关系,516,1,2023/9/22
原来这个月又亏了5万！股在下跌，钱在亏损，心在滴血,1335,13,2023/9/22
昨天军工，今天医疗，明天会是什么？,851,10,2023/9/22
哈哈哈，很多股平专家在周五大涨的时候说现在的股市像,366,1,2023/9/22
【简评】行情调整震荡，不用理会，该干嘛干嘛。利润还,393,0,2023/9/22
【振奋精神：乐天知命：今日亏579】遵守纪律，保持克,436,5,2023/9/22
大家仔细看5178下来的月线走势，其实是标准的月线级别,383,0,2023/9/22
周五暴涨大赚2000，星期一微跌亏8千，星期二调整亏一,725,4,2023/9/22
至少未来半年将进入下行或者震荡行情,368,0,2023/9/22
大盘看着挺吓人，其实应该也沒什么风险,1540,16,2023/9/22
交易第五天，韭菜的命，割了一茬又一茬，跌的惨兮兮的,418,2,2023/9/22
还有一百点跌。,361,3,2023/9/22
今天微跌1.29%，明天会大跌吗？,391,1,2023/9/22
9-22:上证指数收盘3274，净资产36.69W，持仓市值30.12,1462,29,2023/9/22
十年目标:一个亿第205交易日净资产：464743,877,8,2023/9/22
特大喜讯。3400只股暴跌。,366,1,2023/9/22
9.22剩25.83今天乱T，尾盘觉得很乱，股太多，都直接卖,383,0,2023/9/22
脑壳有点嗡嗡的，账户一片狼藉,359,0,2023/9/22
十2100,600,4,2023/9/22
全仓券商！,474,2,2023/9/22
昨天就说了，中国股市一年下来就三种走势胜率百分之80,353,0,2023/9/22
[百万炒股之技术王道：第四十二天]总资产：902972.82,868,8,2023/9/22
昨天把券商卖了，今天涨停了，郁闷大肉没吃到,416,0,2023/9/22
今天，受欧美股市影响，大盘低开，9.45分盘中触及3280,3156,15,2023/9/22
9月22日，今日亏400，下午跌时买的买早了。明天不知道,856,12,2023/9/22
跌跌不休，跌无止境,375,2,2023/9/22
今日900，继续亏损,1037,10,2023/9/22
明天，不是暴力反抽就是趋势杀跌，下午60分时失守，明,4277,50,2023/9/22
25万，玩了八个多月，赚了3万3【今日买入7400元，卖出,1476,11,2023/9/22
给自己放个长期休整，暂只关注个股节后再来！[微笑],566,3,2023/9/22
大盘冲高回落，早盘继续减仓,637,1,2023/9/22
空仓观望中，不到三千点不建仓,511,2,2023/9/22
空单今天吃大肉了，末日论真好，明天还有天末日论,1139,18,2023/9/22
公司全球发售5.437亿股股份，其中香港发售股份2.7185,706,0,2023/9/22
大盘涨两个点挣了三百块，大盘跌两天亏了几千块，玩你,751,4,2023/9/22
明天开启大跌模式,374,2,2023/9/22
千万别炒股，把自己口袋里的钱管好，都想着空手套白狼,406,1,2023/9/22
无尘室设备供应商捷心隆(02115.HK)公布招股详情，计划,531,0,2023/9/22
2020-9-22预测2020-9-23，个人观点，不作为投资依据。,448,0,2023/9/22
捷心隆(02115.HK)发布公告，公司拟全球发售3.5亿股股,443,0,2023/9/22
垃圾北向每天做t,506,4,2023/9/22
3270点不保大盘就危险，最低站上3295.明后几天（此周,416,1,2023/9/22
不知还有没有机会上坡。,485,5,2023/9/22
大家快抄底，为国护盘！,686,9,2023/9/22
抄底点位,380,1,2023/9/22
这个九月真黑，说好的金九银十呢？[好困惑][好困惑][,352,2,2023/9/22
再怎么洗我也不会卖的，大跌加仓证券，哈哈下半周吃肉,754,6,2023/9/22
9月23日送有缘人：大盘上周五盘中提示进入空头压制区,673,6,2023/9/22
又是两点半跳水牛逼了尿性,363,1,2023/9/22
锅顶越焊越实，试过银行券商酒药科技军工，无法撼动分,351,1,2023/9/22
低开高走，尾盘跳水，一样的版本，一样的尿性,460,1,2023/9/22
实话实说：今天搞了个～满仓加融资！,579,2,2023/9/22
今天大盘走了个倒锤子线，明天变盘概率大，个人观点仅,382,1,2023/9/22
我发起了一个投票，【#上证指数#＜宣战？罕见一幕＞,917,1,2023/9/22
祖国都是为了大家好,368,1,2023/9/22
A家的牛丢了，大家快帮忙看看能不能找回来！！[呲牙][,408,2,2023/9/22
今天大盘狂跌，所有板块指数跌的一塌糊涂，一旦形成下,354,0,2023/9/22
近年来券商并购重组事件频出。从2018年中信证券收购广,491,0,2023/9/22
跌破10天线，清仓！,413,0,2023/9/22
大盘大涨时个股是不会跟的，但不管大盘小跌或大跌那个,418,3,2023/9/22
外围跌我也跌，我跟外围就是铁；外围涨我不涨，我跟外,401,0,2023/9/22
三角形形态是交易图表中常见的形态之一，它其实也是一,452,0,2023/9/22
今天受外围股市影响,1006,9,2023/9/22
北向行不行啊，，银行又转过来10万，你倒是砸啊,352,2,2023/9/22
我发起了一个投票，【#上证指数#今日的走势看3100左右,528,1,2023/9/22
大盘3200，个股2600，真奇葩,942,6,2023/9/22
豫金刚跌停到涨停40%差价,545,1,2023/9/22
价投股（扣非净利润亿元以上）罕见向绩差股（扣非千万,882,1,2023/9/22
明天卖了去提宝马去！,1959,12,2023/9/22
这股市全世界绝无仅有，服了！,406,1,2023/9/22
都给外面的资金在赚钱,457,2,2023/9/22
股民的钱不是钱,615,4,2023/9/22
劝大家不要炒股，我不听我老婆的，卖掉重庆市218平方,2103,19,2023/9/22
我发起了一个投票，【#上证指数#本周五大盘指数】，快,494,0,2023/9/22
今天央行逆回购3500亿，不可能买高价的。所以今天央行,520,2,2023/9/22
要创新低，不可能吧？,461,4,2023/9/22
马上出现抵触啦！看看啥情况[兴奋][兴奋][兴奋],661,7,2023/9/22
沪港通、深港通和外资持股是做空A股的最大动力，引进,544,0,2023/9/22
上吊线都出来了，牛批牛批,429,2,2023/9/22
飞流直下三千尺，疑是银河落九天！我们赏瀑布去。哈哈,783,7,2023/9/22
这就是牛市的节奏？慢慢涨？快快的跌？,1032,17,2023/9/22
害怕吗？小散抢着卖！大资金跟饿狼一样吃。[滴汗],719,5,2023/9/22
笑死我了哈哈,358,1,2023/9/22
昨天黑色星期一，今天黑色星期二，明天？,432,5,2023/9/22
昨天没戏，今天没戏，明天呢？还没戏,730,8,2023/9/22
休息了一段时间.算是成功躲过了大盘三十分钟调整.长线,451,4,2023/9/22
悲哀！！！！！,410,3,2023/9/22
好，往下走吧，大不了大家的财富都缩水。,419,6,2023/9/22
有时，我怕洗盘，把人的肠子都洗出来！可是：“明天大,601,3,2023/9/22
今天收盘后点评我都想好了:北上资金流出xx亿,885,12,2023/9/22
上周五涨的这一周二天就拉下来了！,500,4,2023/9/22
尾盘主砸浪来了。,607,5,2023/9/22
中信证券2万多手空单，真厉害！,949,5,2023/9/22
有没有像我一样，被折腾的毫无脾气，毫无办法，割肉清,468,3,2023/9/22
暴跌可能从下午才开始，散户保重，舍不得割别玩股票。,550,2,2023/9/22
多单开起，过夜,1144,18,2023/9/22
大盘看3260点，3280点附近是否能站稳反弹@财经评论 @,555,0,2023/9/22
看着大盘这样被北上操控着玩，不知上面做何感想？我们,394,1,2023/9/22
股民都对你希望到底了，融毛线的资。一批唱空者。,391,0,2023/9/22
假期来临，是不是都在撤,436,5,2023/9/22
全球最美A股，强国产业，白酒，保险，酱油，券商，地,508,2,2023/9/22
再拉升也不进去，就是不进去[大笑][大笑],504,4,2023/9/22
这跳水水平越来越牛逼了，从上午惯穿到下午收盘。A股,466,1,2023/9/22
熊途慢慢才开始！这波行情跌的让很多人绝望！！,410,1,2023/9/22
T+1天天可以瓮中捉鳖,356,5,2023/9/22
C5浪走起,434,2,2023/9/22
中国股市，呵呵,708,8,2023/9/22
周三暴跌200点,366,2,2023/9/22
V型反转[哭][哭][哭],843,9,2023/9/22
天天跌为什么[哭][哭][哭][哭],354,1,2023/9/22
9-22今天就这样吧明天9-23继续两成仓明天也没有加仓计,1527,31,2023/9/22
券商，银行板块，搞乱了股市 ！,609,2,2023/9/22
周线阴线反包，没戏,480,5,2023/9/22
上证股指又破位了，这次上涨已结束，调整正在进行中，,433,3,2023/9/22
跌的六亲不认,839,8,2023/9/22
这种行情换手没有20％的股票就别碰了,362,0,2023/9/22
一样的套路，一样的手法，早上拉升券商银行涨指数发套,696,7,2023/9/22
谁有投诉电话,1185,9,2023/9/22
又一只要飞！,388,3,2023/9/22
寒武纪从290多掉下来，现在168。能不能来个10个点的涨,522,3,2023/9/22
我的观点，节前基本都休息了，缩量新高的行情在下个月,378,1,2023/9/22
A股真是一套万年啊,431,5,2023/9/22
豫金刚石太牛了，冲天,359,0,2023/9/22
中国股市韧性 拉起来,1151,0,2023/9/22
再怎么砸盘，也没人买了，反正被套了，,394,2,2023/9/22
2800见！！！,404,5,2023/9/22
明天估计要去3320,784,9,2023/9/22
机构永远改不了跟外资做t的死性,467,3,2023/9/22
豫金刚石地天板40%牛逼,554,1,2023/9/22
缩量蓄势,451,4,2023/9/22
5浪下跌到3100点，形成下降大通道。,459,2,2023/9/22
为什么美股能尾盘反拉？有没有砖家给解释一下,517,4,2023/9/22
空股指IC又得金了，很好！[大笑][微笑],405,2,2023/9/22
这样玩下去还融资？全都不敢进了，个个都在观望，量一,527,3,2023/9/22
大盘毫无底线道德可言,628,3,2023/9/22
七月份以来赚的全赔进去了，哎，是不是不适合炒股，基,1806,32,2023/9/22
我一直都在想，股市什么都可以作假，唯有量能是真实的,389,1,2023/9/22
早上初选！,450,1,2023/9/22
去他吗的，,451,2,2023/9/22
搞的花样太多，一样都没能好。需要那么多，需要那么多,351,1,2023/9/22
我大A就是独树一帜，外围有V他偏要走个A,387,1,2023/9/22
拜托，快点收盘吧，想睡觉了[大笑],1076,15,2023/9/22
为什么大盘会翻红,478,2,2023/9/22
券商快涨啊！所有人都知道牛市必配券商，长长，,458,2,2023/9/22
突然大暴发 相信最伟大祖国吧 让空头见鬼去……,1567,19,2023/9/22
一会放开让资金进来，资金进来又开始查什么违规，整天,453,0,2023/9/22
感谢康泰医学，再次等侍，象狼一样的等待下次的机会，,383,0,2023/9/22
啥时候能雄起一把啊。没完没了，这样有意思吗,372,3,2023/9/22
我给大家赔礼道歉，都怪我手贱，昨天没忍住建仓了，跑,392,0,2023/9/22
巿场体量太大了,397,2,2023/9/22
中国股票，无语！这次出来了打死再不进股市！！！二十,643,5,2023/9/22
所谓的牛市,384,2,2023/9/22
昨天开始跌穿三角形整理形态，跟预测分毫差，同时也跌,350,0,2023/9/22
还能要点脸不,353,3,2023/9/22
太难了，何时解套[哭][哭][哭],358,3,2023/9/22
开始挖韭菜根了，不要被券商忽悠了[大笑][俏皮][想一,542,4,2023/9/22
三大妖王今日起来大盘直接向上可惜了,357,0,2023/9/22
2点要跳水。你们信不信？,418,3,2023/9/22
MD中国股民如果一个礼拜不炒股，那该多好啊,465,2,2023/9/22
这牛市太牛逼了,473,2,2023/9/22
向权威提出要求，请A股市场交易延长至5小时一天。,986,13,2023/9/22
坚信未来会好的，这个未来也许是一个世纪或更久，望大,369,1,2023/9/22
目前军工农业都别炒了，拿好业绩好额低位价值股，持有,1206,9,2023/9/22
钢铁石油有线广电三大熊，资产缩水90%董事长欠全国人,367,0,2023/9/22
太血腥了,363,1,2023/9/22
个股蹭蹭的往下掉，比早上大盘跌一个点的时候还狠，怎,359,2,2023/9/22
又流出了[呲牙],1632,12,2023/9/22
今天上午银行和券商拉升！市场沒有响应！下午将加速下,392,0,2023/9/22
不要怕，昨天机构抱团说了，目标4000点。,373,4,2023/9/22
下面的周线缺口不补，大盘上不去的，就是上去还点回来,438,2,2023/9/22
科技股可以启动！,363,1,2023/9/22
趋势已经走坏，散户该撤离了，就算明天再涨也是走的最,360,2,2023/9/22
整个股市没有一个板块可以拉动指数了，上涨个股毫无主,360,0,2023/9/22
央妈出手了，干就完了！,406,1,2023/9/22
距4000点（牛市起点）只差700点了，估计不出五年肯定,353,1,2023/9/22
大盘今日最低点收盘，拭目以待,402,1,2023/9/22
又要拉稀了，空头肆无忌惮！,354,2,2023/9/22
真的再也不玩a股了，菜的死，十万块，亏的只剩四万块,494,2,2023/9/22
今天重复七月二十六日的走势。,504,1,2023/9/22
今天跌的不多，也没出现恐慌性杀跌，所以大仓位抄底条,560,1,2023/9/22
假阳线，真假,442,5,2023/9/22
A股这走势，真可谓拍手叫绝。就是不让涨多了，也不允,377,0,2023/9/22
今晚美国暴涨，咋弄啊，待会再抄底吧,364,2,2023/9/22
系好安全带，准备…,417,2,2023/9/22
下午开盘没涨，空单的机会没了，接下来等待多单的机会,944,8,2023/9/22
早上的精选！,406,1,2023/9/22
不知是哪位大仙说牛短熊长就要消失，这位大仙出来走两,482,4,2023/9/22
新华制药行业龙头3点涨停见！,364,2,2023/9/22
大部分个股都在8000点位置，恐怖。,362,1,2023/9/22
给你磕头了跪求拉升救救我吧救救跪求奇迹,452,3,2023/9/22
看图不说话,901,7,2023/9/22
图解创业板套牢盘。1号坑位置，7月10日以后，大规模散,8391,28,2023/9/22
指数低开高走，个股低开低走，有意思，真有意思,353,0,2023/9/22
好好的行情又被搞废了！！！！,395,0,2023/9/22
2点会拉起来，收盘涨1个多点,641,7,2023/9/22
鸡肋行情,450,0,2023/9/22
今天大A能走成这样，韭菜们应该谢天谢地啦[鼓掌],363,1,2023/9/22
国家队啊我是真佩服你。日线这里稍微拉红就金叉。死活,427,2,2023/9/22
立华股份盘中最低38.10元，连续2日创一年新低，立华股,364,0,2023/9/22
静止了？,358,1,2023/9/22
世界股市的一只奇葩,408,1,2023/9/22
这么拉证券其它股绿油油只能说明一个问题，主力在跑路,355,2,2023/9/22
"大跌就要来了,有图为证",1382,16,2023/9/22
放心吧！今天守住3300，明天守住3200。,353,2,2023/9/22
静静的等待十月利好。,470,6,2023/9/22
港股打新中的第二条签！第一条福禄控股，操作失误，暗,372,0,2023/9/22
今天快速拉指数，提示大家集体做多，说明政府希望大家,356,0,2023/9/22
天天看股票，亏的裤衩掉。,350,0,2023/9/22
少扯淡，神机看空，坚不可摧！,2995,33,2023/9/22
现在股票市场是内循环吗？,485,2,2023/9/22
全球股市行情不好！A股不会独一无二做一枝独秀行情！,366,0,2023/9/22
未来美股对中国影响会越来越弱！,468,2,2023/9/22
今天三巨头表演的很强，但是看戏就好，证券开始拉升指,678,2,2023/9/22
鸡狗们快吃药喝酒,355,0,2023/9/22
朋友们，再次看看我这个操作怎么样，上次新力金融，没,818,5,2023/9/22
把医药股拉起来救市,359,1,2023/9/22
黄金如期下跌，大获全胜日内依旧逢高空，1930附近空，,365,0,2023/9/22
不突破强轨，只有震荡，没有主升！,663,0,2023/9/22
严为民又出现了，号召股民抄底。大忽悠，别上当，当前,1115,0,2023/9/22
丅十1的买卖规则的终极方向为了套住散户而常常是高开,469,0,2023/9/22
当三妖股被封跌停时，股指下跌1%，当三妖股翘板翻红时,506,0,2023/9/22
两点半跳水,387,0,2023/9/22
